Epsilon,Initial Accuracy,Robust Accuracy,Max Perturbation
0.001,78.90625,0.25,0.0010000020265579
0.001,75.0,0.25,0.0010000020265579
0.001,74.21875,0.25,0.0010000020265579
0.001,82.8125,0.21875,0.0010000020265579
0.001,82.03125,0.2734375,0.0010000020265579
0.001,74.21875,0.296875,0.0010000020265579
0.001,75.78125,0.25,0.0010000020265579
0.001,68.75,0.3076923076923077,0.0010000020265579

0.0,76.46,0.26,0.0
