Epsilon,Initial Accuracy,Robust Accuracy,Max Perturbation
0.00392156862745098,92.96875,1.5625,0.003921598196029663
0.00392156862745098,96.875,0.78125,0.003921598196029663
0.00392156862745098,94.53125,0.0,0.003921598196029663
0.00392156862745098,96.09375,2.34375,0.003921598196029663
0.00392156862745098,96.875,2.34375,0.003921598196029663
0.00392156862745098,96.875,0.78125,0.003921598196029663
0.00392156862745098,93.75,3.90625,0.003921598196029663
0.00392156862745098,96.15384615384616,2.8846153846153846,0.003921598196029663

Mean for Epsilon,Mean Initial Accuracy,Mean Robust Accuracy,Mean Max Perturbation
0.00392156862745098,95.51532451923077,1.8254206730769231,0.003921598196029663
