Epsilon,Initial Accuracy,Robust Accuracy,Max Perturbation
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,96.875,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,96.875,0.0,0.01568630337715149
0.01568627450980392,96.875,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,96.875,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,97.65625,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,91.40625,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,91.40625,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,89.84375,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,92.1875,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,89.84375,0.0,0.01568630337715149
0.01568627450980392,92.1875,0.0,0.01568630337715149
0.01568627450980392,91.40625,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,96.875,0.0,0.01568630337715149
0.01568627450980392,91.40625,0.0,0.01568630337715149
0.01568627450980392,98.4375,0.0,0.01568630337715149
0.01568627450980392,96.875,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,89.84375,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,90.625,0.0,0.01568630337715149
0.01568627450980392,97.65625,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,92.1875,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,92.1875,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,92.1875,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,96.09375,0.0,0.01568630337715149
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,93.75,0.0,0.01568630337715149
0.01568627450980392,97.65625,0.0,0.01568630337715149
0.01568627450980392,97.65625,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,95.3125,0.0,0.01568630337715149
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,98.4375,0.0,0.01568630337715149
0.01568627450980392,92.96875,0.0,0.01568630337715149
0.01568627450980392,94.53125,0.0,0.01568630337715149
0.01568627450980392,87.5,0.0,0.01568630337715149

Mean for Epsilon,Mean Initial Accuracy,Mean Robust Accuracy,Mean Max Perturbation
0.01568627450980392,94.38291139240506,0.0,0.01568630337715149
