Epsilon,Initial Accuracy,Robust Accuracy,Max Perturbation
0.001,82.03125,0.2890625,0.0010000020265579
0.001,79.6875,0.2734375,0.0010000020265579
0.001,83.59375,0.296875,0.0010000020265579
0.001,87.5,0.328125,0.0010000020265579
0.001,87.5,0.34375,0.0010000020265579
0.001,85.9375,0.2890625,0.0010000020265579
0.001,81.25,0.2734375,0.0010000020265579
0.001,75.0,0.3846153846153846,0.0010000020265579
0.0,82.81,0.3098,0.0
