Epsilon,Initial Accuracy,Robust Accuracy,Max Perturbation
0.001,82.8125,0.28125,0.0010000020265579
0.001,78.90625,0.2890625,0.0010000020265579
0.001,83.59375,0.296875,0.0010000020265579
0.001,88.28125,0.3359375,0.0010000020265579
0.001,83.59375,0.3359375,0.0010000020265579
0.001,86.71875,0.2890625,0.0010000020265579
0.001,82.03125,0.2578125,0.0010000020265579
0.001,73.4375,0.3846153846153846,0.0010000020265579

0.0,82.42,0.3088,0.0
