Epsilon,Initial Accuracy,Robust Accuracy,Max Perturbation
0.001,78.125,0.265625,0.0010000020265579
0.001,75.78125,0.265625,0.0010000020265579
0.001,81.25,0.28125,0.0010000020265579
0.001,82.03125,0.3125,0.0010000020265579
0.001,83.59375,0.3515625,0.0010000020265579
0.001,84.375,0.265625,0.0010000020265579
0.001,77.34375,0.2421875,0.0010000020265579
0.001,70.3125,0.375,0.0010000020265579
0.0,79.1,0.29,0.0
